SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Duration,Tempo,TimeSignature,Title,ArtistFamiliarity,ArtistHotttnesss,Loudness,StartOfFadeOut
309,SOFVRCJ12AB018B4DA,711137,Road House,AR76DOS1187FB5AE78,The Jeff Healey Band,313.7824,107.197,3,Hoochie Coochie Man,0.7168543517689351,0.41423624772199374,-11.488,308.094
311,SOFHQCR12A8C138A74,160060,Bebop Moptop,AR6QQY41187B990574,Danny Wilson,167.20934,196.03400000000002,4,The Second Summer Of Love,0.5599914150758433,0.3629029856488393,-7.928,156.34
312,SOCPGVG12AB018AA84,569125,Bach: Organ Works Vol.2,ARN8NCB1187FB49652,Lionel Rogg,240.61342000000002,64.40100000000001,4,Prelude And Fugue In C Major BWV 531 : Fugue,0.3208553831968501,0.2912710299960676,-14.367,233.593
313,SOYUFEN12AB018BF99,816238,Dance Tribute to Lady Gaga Vs Black Eyed Peas,AREHMUC1187B98B91B,Java,356.41424,130.861,4,"on't Phunk With My Heart""",0.6251576540575006,0.3597572438501757,-7.598,352.775
314,SOLWQFA12AB01899E8,650697,EQUALIZE,ARXG6L11187FB5695E,SWAMI featuring Asuivre,260.28362999999996,90.008,4,Give It What U Got,0.6796542390260255,0.3807564155734675,-2.9389999999999996,257.869
315,SOAMXQV12AB018775F,570453,King Of Myself,ARO2EDF1187B993BD8,The Black Velvet Band,256.39137999999997,122.17399999999999,4,Dancing To A Standstill,0.3539119565362814,0.26279850496139084,-8.632,239.56
316,SOENDOQ12A8C139A41,296873,Seasons Of The Soul,ARU0HTX1187B98B4C6,Lisa Lynne,316.49914,95.98100000000001,4,Isla del Luna,0.6051396999641143,0.42093775483735935,-14.544,303.14799999999997
317,SOWHAEF12A8C13EF0C,163436,Realive Tour 2002 -Odoranya Son Son- in Tokyo,ARVMPJC1187FB3B954,"e'z""",252.57751000000002,75.955,5,Spirit,0.5307914886875551,0.431839300933593,-7.605,252.577
318,SOTTXNS12AB0187861,424081,Steady On,ARDW5AW1187FB55708,Shawn Colvin,224.60036000000002,210.87099999999998,4,Another Long One,0.6855036304318541,0.4467329675900921,-13.255999999999998,219.21400000000003
319,SOXSLOL12AB0188039,755801,Music Cafe,ARHNL9K1187FB5730C,Stephy Tang,214.12526,105.196,1,Leng Jing,0.37248425020644105,0.35889349318498354,-7.225,201.96099999999998
320,SOQLGFP12A58A7800E,249138,The Building,ARD7TVE1187B99BFB1,Casual,259.44771000000003,106.689,1,OAKtown,0.5817937658450281,0.4019975433642836,-8.422,249.667
321,SOPVXLX12A8C1402D5,307477,Just Want You To Know,AR3JMC51187B9AE49D,Backstreet Boys,236.25097999999997,112.787,4,Larger Than Life,0.8514176288473655,0.5926149273518344,-5.12,226.56900000000002
322,SOAOIBZ12AB01815BE,627950,Live! At The Royal Albert Hall,ARPBNLO1187FB3D52F,Tiny Tim,43.362809999999996,93.779,3,I Hold Your Hand In Mine [Live At Royal Albert Hall],0.5934960438312681,0.4048973354801111,-23.996,43.363
323,SOZHPGD12A8C1394FE,298719,At Last... The Duets Album,AR9AWNF1187B9AB0B4,Kenny G featuring Daryl Hall,236.93016,89.865,4,Baby Come To Me,0.7516295972606322,0.55021256191669,-8.041,221.518
324,SOSLAVG12A8C13397F,281563,Daktilika Apotipomata,AROGWRA122988FEE45,Christos Dantis,243.82648999999998,133.339,4,Den Pai Alo,0.4807522761685381,0.4175933172814051,-10.957,229.32
325,SOTTDKS12AB018D69B,671475,A Christian Christmas Celebration (Gift of Love),ARMBR4Y1187B9990EB,David Martin,241.47546,98.71799999999999,4,It Wont Be Christmas,0.6375333862984804,0.31061428147376885,-14.835,223.92700000000002
326,SOMVWWT12A58A7AE05,251703,Leave Home,ARQ9BO41187FB5CF1F,John Davis,183.17016,74.072,1,Knocked Out Of The Park,0.5454352386697442,0.38763547770598455,-22.289,175.044
327,SOQVMXR12A81C21483,274876,Salt In NYC,ARKULSX1187FB45F84,Trafik,424.12363,130.006,4,Salt In NYC,0.5968458517450551,0.4053520109500235,-10.683,403.33099999999996
328,SODUJBS12A8C132150,282933,Shakespeare in Love - Music from the Miramax Motion Picture,ARI2JSK1187FB496EF,Nick Ingman;Gavyn Wright,111.62077,104.39399999999999,3,Wessex Loses a Bride,0.40743039974998796,0.3185360299358178,-18.703,100.76299999999999
329,SOBBXLX12A58A79DDA,338931,Oh Mein Papa,AREDBBQ1187B98AFF5,Eddie Calvert,138.63138,159.58700000000002,1,Erica (2005 Digital Remaster),0.4211873261576227,0.31054467213545245,-9.672,134.24
330,SOTUKVB12AB0181477,488293,Simply Glad,AR7ZKHQ1187B98DD73,Glad,270.60200000000003,192.702,5,Blessed Assurance,0.5242651305522424,0.3722328886113136,-10.754000000000001,265.752
332,SOBCOSW12A8C13D398,300163,Rumbas Sin Fronte Ras,AR7SMBG1187B9B9066,Los Manolos,218.38322000000002,118.595,4,Rumba De Barcelona,0.470134829889908,0.3205177909319608,-4.37,211.011
333,SOQOTLQ12AB01868D0,726003,Il meglio di Gloriana,ARGCY1Y1187B9A4FA5,Gloriana,153.33831999999998,143.601,1,Clementina Santaf\xc3\xa8,0.7369919703227188,0.4772251904432169,-15.599,145.398
334,SOBKWDJ12A8C13B2F3,102907,Wild Rose,AR36F9J1187FB406F1,Bombay Rockers,230.71302000000003,81.319,3,Wild Rose (Back 2 Basics Mix),0.5317578163092833,0.33593311602215925,-6.358,219.417
335,SOFNOQK12AB01840FC,464781,Kutt Free,ARNNKDK1187B98BBD5,Jinx,407.37914,89.345,5,Kutt Free (DJ Volume Remix),0.5565669727879069,0.431824888360188,-7.8839999999999995,401.421
336,SOGVQGJ12AB017F169,546323,Ten Tonne EP,AR62SOJ1187FB47BB5,Chase & Status,337.68444,174.993,4,Ten Tonne,0.6545949824426542,0.3963562369451036,-5.1339999999999995,326.995
337,SOFFKZS12AB017F194,542173,Wildflowers,ARBEBBY1187B9B43DB,Tom Petty,236.17261000000002,129.122,4,A Higher Place (Album Version),0.7798380917672508,0.5683505032022476,-4.954,227.875
338,SOBAYLL12A8C138AF9,293755,Puccini: Highlights From La Boheme,ARDR4AC1187FB371A1,Montserrat Caball\xc3\xa9;Placido Domingo;Vicente Sardinero;Judith Blegen;Sherrill Milnes;Georg Solti,511.16362999999996,86.666,3,Sono andati? Fingevo di dormire,0.5221971752411875,0.3913705872180896,-26.358,472.04400000000004
339,SOLEYHO12AB0188A85,555533,Mucho Pucho,ARAGB2O1187FB3A161,Pucho & His Latin Soul Brothers,338.23302,231.86700000000002,4,Got My Mojo Workin,0.4425931799522365,0.2537853129706257,-15.672,323.111
340,SOPEGZN12AB0181B3D,339485,Get Your Head Stuck On Your Neck,AREDL271187FB40F44,Soul Mekanik,45.661590000000004,190.69799999999998,4,Get Your Head Stuck On Your Neck,0.4900094278117248,0.3995371359828318,-21.593000000000004,45.662
341,SOXILUQ12A58A7C72A,615284,American Legend,ARP6N5A1187B99D1A3,Mitch Ryder,207.43791000000002,97.538,4,Jenny Take a Ride,0.4767476813995823,0.2940531933990357,-11.255,198.15900000000002
343,SOSWKAV12AB018FC91,772527,Northern Blue,ARULZCI1241B9C8611,Luna Orbit Project,335.51628,139.993,4,Midnight Star,0.4209666667412285,0.31066189568534663,-7.4270000000000005,329.06199999999995
344,SONSKXP12A8C13A2C9,92936,. . . Till Then,AR0IAWL1187B9A96D0,Danilo Perez,197.19791,159.233,1,Native Soul,0.3318741464569221,0.3228233001362621,-16.113,185.481
345,SOUPIRU12A6D4FA1E1,272703,Platinum Line Renaud,ARJIE2Y1187B994AB7,Line Renaud,152.92036000000002,124.75,3,Der Kleine Dompfaff,0.4702122956890726,0.3200869267523748,-9.843,142.269
346,SODREIN12A58A7F2E5,56617,Live At Fillmore West [w/bonus tracks],ARLTWXK1187FB5A3F8,King Curtis,326.00771000000003,100.415,4,A Whiter Shade Of Pale (Live @ Fillmore West),0.5756742184810534,0.3668207876397976,-17.492,320.012
347,SONWXQJ12A8C134D94,282914,Whaler,ARNF6401187FB57032,Sophie B. Hawkins,305.16200000000003,105.00299999999999,4,The Ballad Of Sleeping Beauty,0.7132749723642293,0.3775930817718952,-6.301,283.527
348,SOWQTQZ12A58A7B63E,186934,"upe Fiasco's The Cool""",ARPFHN61187FB575F6,Lupe Fiasco,279.97995,110.21799999999999,4,Streets On Fire (Explicit Album Version),0.9020629269028732,0.5546332305741549,-6.294,265.131
349,SOLYIBD12A8C135045,288454,Tears,AR051KA1187B98B2FF,Wilks,261.51138,88.973,4,Music is what we love,0.3511824538830121,0.08016693866425,-7.64,247.525
350,SOINLJW12A8C13314C,190811,The Bucket List,AR8IEZO1187B99055E,Marc Shaiman,149.86404,134.566,4,City Slickers,0.5100108708258073,0.3784427365446171,-18.340999999999998,144.765
351,SOGDBUF12A8C140FAA,559989,Nothing To Remember,AR558FS1187FB45658,40 Grit,75.67628,186.882,3,Intro,0.4519777172804134,0.33135156482200656,-22.752,75.676
352,SORRZGD12A6310DBC3,1818,Love Angel Music Baby,ARVBRGZ1187FB4675A,Gwen Stefani,290.55955,113.995,4,Harajuku Girls,0.8378720470826208,0.5328035417971383,-4.169,290.56
353,SODAUVL12A8C13D184,219272,Major Impacts,ARWB3G61187FB49404,Steve Morse,363.85913999999997,90.199,1,Prognosis,0.5899030222694012,0.4206925878660276,-6.977,355.776
354,SOFCHDR12AB01866EF,560818,Harsh Realities,AREVWGE1187B9B890A,Bitter End,282.43546000000003,111.03200000000001,3,Living Hell,0.6028680667446589,0.4490024355223055,-14.040999999999999,278.082
355,SOHUTDD12AB018A94F,715197,Gypsy (Original Broadway Cast),AR2JD2Z1187B998A90,Ethel Merman,135.31383,124.184,1,Small World,0.4935930236405666,0.3412547692987937,-16.994,123.00200000000001
356,SOHNDEQ12A6D4F9FBE,395333,New Grass Revival With Leon Russell Live,AR7TTCH1187FB3F95C,Leon Russell & New Grass Revival,221.30892999999998,157.746,1,Truck Driving Man/Down In The Caribbean,0.6342271647350888,0.443708895002134,-12.0,215.412
357,SOLCALW12A8C132870,138157,Live In The Lou,ARF6ZTO1187FB3684F,Story Of The Year,75.57179000000001,100.03200000000001,4,Swallow The Knife (Live) (Segue),0.8067625956588123,0.5800950451989868,-7.626,75.572
358,SOPOIQJ12A6701C8CF,15327,Lyricist Lounge Vol. 1,ARPYBWQ1187B989C0D,Natural Elements,338.1024,185.88,4,Mayday,0.4480205504320839,0.36953572756421016,-6.318,333.769
359,SOUMWOQ12A8C13A949,296872,Daughters Of the Celtic Moon: A Windham Hill Collection featuring Lisa Lynne,ARU0HTX1187B98B4C6,Lisa Lynne,298.10893,94.031,5,Lake Of Dreams,0.6051396999641143,0.42093775483735935,-12.811,288.04400000000004
360,SOIUJEF12A8C13C878,307149,Love Songs,ARUE3AK1187B9AC923,Neil Sedaka,170.84036,76.013,3,Because Of You,0.7208421831658263,0.4440256810109478,-9.448,165.32
361,SOXXFEW12AB017F2A8,386702,Joue Legrand & Becaud,AR6W9T51187B9A8B8E,Maurice Larcange,215.37913999999998,133.553,4,"n Peu D'Amour Et D'Amiti\xc3\xa9""",0.3602418012082646,0.27964262527678196,-10.398,211.453
362,SOLUIMX12AB0189599,658324,Rattlesnake!,ARQ05GM1187B990512,A Static Lullaby,213.49832,202.233,4,Rattlesnake!,0.7586787151629479,0.5575624722214324,-5.537000000000001,213.498
363,SODLRRT12AB0189535,463518,Chasing Monsters,AR1Y2PT1187FB5B9CE,John Wesley_ John Wesley,351.08526,133.405,5,Disappeared,0.5605579839038146,0.4527894767522226,-7.513,343.74800000000005
364,SOCTPFZ12AAF3B45AE,323381,That Which Remains,ARXN7S71187B9941BE,Coph Nia,658.02404,116.819,3,Doppelg\xc3\xa4nger [Qliphothic Phantasmagoria],0.5624668498932396,0.3549347432205644,-17.16,638.618
365,SOPDILX12AF72AA3C2,708200,"in't No Love (Ain't No Use)""",AR1072G1187FB5B351,Tabu feat. Mitzib,474.61832000000004,127.887,4,"in't No Love Ain't No Use (Love To Infinity Full Funk Mix)""",0.5788817037720932,0.44490014932326255,-9.788,472.48
366,SOMYOQU12A8C13C2B4,212353,The Faithless,ARXIIEY1187FB44EAF,Nights Like These,305.89342,124.87200000000001,1,Ghost Town Rituals (Album Version),0.628886847980118,0.3107540570802664,-4.053,302.817
367,SOWETWO12A6D4FA5F3,48411,Stop The Clocks,ARBUOOR1187B997391,Oasis,301.92281,136.94799999999998,4,Morning Glory,0.8345640982768509,0.540216450464995,-3.159,301.923
369,SOADEBB12A8C1345D9,252341,Something Deeper Than These Changes,ARGC7FQ1187FB409CC,Stew,179.9571,100.62100000000001,1,Tomorrow Gone,0.5410779524977934,0.30454771337183484,-10.968,166.98
370,SORZLRP12AB017D68D,588630,Ocean,ARRS5961187B99F9DE,Jauida,269.76608,101.01,4," don't Want to Be Alone Tonight""",0.5391562097321234,0.3606489248120264,-6.996,249.533
371,SOMGTTY12AB0185986,691036,Number Ones,AR14CJ91187FB3A994,Eddy Arnold,166.16443999999998,157.779,4,"ust A Little Lovin' (Will Go A Long Way)""",0.5641289501467455,0.3977756543226217,-14.014000000000001,160.403
372,SOIKYMH12AB0186452,665347,"o Wrong_ It's Right""",ARJV0U41187B9AB715,All Time Low,221.67465,91.48299999999999,4,Shameless,0.8424314820811913,0.5264582234639895,-2.838,202.37400000000002
373,SOILUPR12AB0186FC1,678270,Songs For A Wedding - 18 Songs For That Special Day,AR502DZ1187B98F8E1,Brian Dullaghan,212.94975,99.109,4,And I Love You So,0.291433259678306,0.15085776244515894,-15.046,204.637
374,SOAXGUT12AB0184D53,463706,French Touch,ARWI6LR1187FB46E9F,Richard Galliano,261.74649,76.296,3,"' Envers Du D\xc3\xa9cor""",0.5714228015866021,0.4233561060944793,-15.008,250.16
375,SOWHNGE12A8C133D07,282385,Passion,AR0AVIB1187FB37D01,Regina Belle,307.33016000000003,92.67200000000001,4,Quiet Time,0.5660243021595366,0.3846016855478264,-8.916,289.448
376,SOLULNS12A8C13008E,597320,Round Every Corner,AR7OCK81187B98D1F1,Debbie Davies,225.67137999999997,116.984,4,Little Sister,0.528835697897188,0.3431334973952383,-6.9079999999999995,219.87
377,SOPMNJT12A8C13AC24,104062,The Definitive Collection,ARABFU01187FB46712,STEVE CAMP,296.14975,139.07,4,Song For Mom (LP Version),0.5270787639041354,0.31442818079602025,-9.371,284.996
378,SOPLBWU12AB01894DE,647842,The Camp Is Back,ARF88UQ1187FB5A3E9,Jay Tee & Baby Bash,203.67628,98.98299999999999,4,All Over Me,0.6629454343829292,0.32815741990286423,-5.234,203.676
379,SOJFCDO12AB01852EE,420785,High Kicks,ARQZTGO11E8F5C0768,The Stolen Minks,56.424040000000005,123.695,4,I Hate You,0.5011250008648466,0.2982691626980635,-2.7039999999999997,52.512
380,SOISHVF12A8AE496BB,138009,The Hinderers,AR08GQF1187B98E316,Daath,230.86975,97.15100000000001,4,From The Blind (LP Version),0.473963333207674,0.3507066599004364,-3.325,224.299
381,SOLEQYS12AB017D59D,483228,Extasick and This Dirty Musick,ARZGMLE11F4C840C9D,Extasick,134.03383,91.459,4,Misanthrope,0.4169858644775876,0.2674541939157287,-8.933,125.167
382,SOPHMAS12AB0186B88,516641,The Official Bootleg Box Set,AROATPL1187FB48E12,UFO,212.61016,116.11,4,Chains Chains (Live In Hammersmith),0.6811302418484678,0.4533990832902461,-8.548,210.245
383,SOVCZHI12A6D4FAB0D,123825,The Date - Dated Girls Remixes,ARBXIDR1187B9AB77E,Avril - Remix By Ana Rago,188.39465,85.28200000000001,3,The Date (Remix By Ana Rago),0.8971780384699787,0.4382344138689028,-18.397000000000002,184.44799999999998
384,SOFZJFU12A8C1420A1,611925,Pat Travers,ARYCP7D1187B99516B,Pat Travers,152.99873,140.872,4,As My Fire Flies,0.5659712672709434,0.38401812854257616,-7.812,152.999
385,SOEWJWO12AB01865EB,369886,CHRISTMAS DANCE SENSATION,ARVN9FZ1187FB393F1,SNOWPATROL,233.03791,144.003,4,We Wish You A Merry Christmas,0.8183193591388943,0.667294595643469,-8.499,229.52900000000002
386,SOISSLO12AC96185B0,601992,"etzt geht's ab - Jubil\xc3\xa4ums-Edition""",ARMD6JB1187FB3B0E7,Die Fantastischen Vier,149.99465,120.001,4,B\xc3\xb6se,0.6864520832317745,0.5172592831380602,-5.165,146.036
388,SOAXABK12A8C13C76F,158078,Mis Momentos,AR6C8EJ1187FB3F473,Nelson Ned,200.48934,146.061,4,A Mi No Me Importa,0.4986636485778975,0.3218826899456761,-12.708,190.03799999999998
389,SOOBSJW12A6D4FA2B2,124147,Hustlenomics,AROHMXL1187B9AF4B2,Yung Joc,193.64526,174.019,4,BYOB (Explicit Album Version),0.8512180638530791,0.5104900809935683,-5.797000000000001,184.082
390,SOWFQKL12AB017D754,452242,Le Myst\xc3\xa8re de la Chambre Jaune (Bande Originale du Film),ARWNRBH1187B9B7E68,Philippe Sarde,158.82404,85.691,3,"e Presbyt\xc3\xa8re n'a rien perdu de son Charme""",0.4556797785436178,0.34369744996261,-22.35,154.54
391,SOACHGQ12AB018590E,508063,10 De Colecci\xc3\xb3n,ARRVUWA1187B9A0FE2,Orquesta Arag\xc3\xb3n,173.68771,92.60600000000001,4,Ven Morena,0.508731241151298,0.3329309511939064,-7.1129999999999995,170.91
392,SOKQFOM12A8C13E738,222208,To Grover_ With Love,AR0LVFQ1187B9A84E0,Jason Miles,269.40036000000003,163.97,4,Brighton by the Sea,0.4580551793630036,0.2334595800525252,-7.4670000000000005,262.943
393,SOZEMEV12A6D4F9317,126280,Across the nation,ARZCEOJ1187B9A91C0,State of Chaos,176.90077,97.619,3,CHAOS INTRO,0.3637340838928902,0.14039047533794524,-18.724,171.915
394,SOQGZBE12A8C139160,204315,"ive On St. Patrick's Day""",ARD2NDU1187B99B615,Dropkick Murphys,196.72771,183.808,4,Bloody Pig Pile (Live),0.7930943700816613,0.5684918154445614,-5.386,183.687
395,SONMGHJ12A8C137426,244757,Secrets & Lies,AREJO121187B995676,Taint,281.46893,92.044,3,Hex Breaker,0.5608822787251103,0.3450634666880896,-4.583,275.725
396,SOFRROW12A6701CBEA,152147,The Melting Moon,AR5WPYF1187B9B40DA,VHS Or Beta,224.20852999999997,126.806,4,The Melting Moon (Edit),0.6716106398358989,0.4219739682785169,-5.893,214.86599999999999
398,SOCPSFM12A8C136A50,235400,In This Place,ARUZL121187FB4B42D,True Believers,361.53424,160.731,4,Turn Around,0.494073815044592,0.3280733049127533,-4.228,356.525
399,SOPWBZR12AB017C46D,623410,13 ans de caravaning,ARW040W1187FB51082,"es Hurlements D'leo""",182.04689,104.307,3,"'accord\xc3\xa9oniste""",0.4463266280582485,0.42572813067249854,-7.693,176.72099999999998
400,SORSTBQ12A8C144986,380552,La Charanga Soy Yo,ARQ7XJG1187B991CEC,Charanga Forever,367.43791,203.96400000000003,5,Tumba Tumba,0.3381730317946281,0.2799014622854337,-6.622000000000001,362.458
402,SOHXSRS12CF530E601,389989,The Poison,ARM7C1Q1187FB471C8,Bullet For My Valentine,215.53587000000002,188.924,4,Suffocating Under Words Of Sorrow (What Can I Do),0.8154378028793616,0.6134431982433042,-2.315,213.00799999999998
403,SOETFVQ12A8151E8B3,273745,The Hit Factory,ARYHTYH11EBCD7C884,The Hit Factory,234.70975,126.34200000000001,3,I\x19m Moving On,0.3096214108875958,0.1665682987044909,-8.299,212.387
404,SOAFUDP12A6D4F7211,29321,Ultra-Lounge_ Vol. 17: Bongoland,AR7UOUK1187B99078C,Terry Snyder,340.11383,112.09700000000001,4,Deep Night/Softly As In A Morning Sunrise (Medley),0.4572071664667927,0.3209196112347896,-12.752,333.20099999999996
405,SOQZWXR12AB017FDE3,627807,Suddenly,ARGEKDX1187FB3A5BF,Marcus Miller,280.13669,125.147,4,Let Me Show You [I Just Want To Make You Smile],0.6954165190418939,0.4121104952052673,-13.078,270.501
406,SOTNQRU12A8C131FEF,284078,A Musical Massacre (Explicit),ARNQESK11F4C83FD6F,Beatnuts,170.52688999999998,87.634,4,Monster For Music,0.6080181059147534,0.2855232304501349,-10.231,165.84900000000002
407,SOGXQRO12A8AE47D50,350343,Joyful,ARN03F71187FB4E3F4,Ayo,212.71465,128.689,4,Complain,0.5225901845504569,0.3906412358783116,-11.26,205.31099999999998
408,SOFDHHB12AB0187788,814253,Ultraviolet,ARJ9B1V1187FB4DD1F,Kid Sister,277.2371,140.026,4,Daydreaming [Jakwob Remix],0.7493950448979038,0.4645175256716385,-3.573,272.881
409,SOOCMUD12AC4686532,735109,Gyldne \xc3\x98yeblikk,ARSS1OZ1187FB54440,Mons Leidvin Takle,120.92036,147.576,1,Dansende Foran Speilet,0.22172607818607495,0.28240219935191896,-25.146,110.475
410,SOPDAMI12A58A782EA,23176,Compact Disc,ARDG9Z71187B997023,Public Image Ltd,492.30322,193.56,4,Ease,0.6849948965806557,0.4155170828597263,-12.091,480.403
411,SORZHIP12A8C13EEB8,216087,This Is Noise,ARZWK2R1187B98F09F,Rise Against,260.8322,122.006,4,Everchanging,0.8470816882436729,0.6250804809743595,-8.576,252.755
412,SOIHMBZ12AC4688FD5,743543,Bien Sobre Mal Vol. 3: Black Rain Riddim,ARNNQ9E1187FB3C82F,Sizzla,203.96363,190.01,4,Too much informa,0.7325717446912391,0.4579816740703706,-6.832000000000001,195.785
413,SOSLSTE12AB0180800,645036,Original Album Classics,ARWI6LR1187FB46E9F,Richard Galliano,309.65506,111.663,4,"'insidieuse (Live)""",0.27585436971559085,0.4233561060944793,-13.481,301.0
414,SOWEMDM12AC3DFA56B,594771,Radio Hits,ARWSMC91187B9AD369,Helen Love,81.97179,100.76,4,So Hot,0.5818843588912933,0.3470069209304056,-6.746,76.167
416,SOONDHS12A58A7CADA,555131,One Sided Story,ARFK98R1187B9B0552,Pursuit Of Happiness,196.49261,127.29799999999999,4,Forbidden Fruit,0.5086762010384817,0.3778881314031717,-10.324000000000002,185.19099999999997
417,SODYVBO12AB017C3A5,619435,Jazz for a Summer Night,ARU9Q5Q1187FB3D6EB,Bobby Hutcherson,352.57424,95.633,1,Recorda-Me,0.5709001037765814,0.39329271144154976,-13.456,336.283
418,SOXKVHN12AB0184051,639500,Mr. Cool,AR57Z841187B9B7D7D,Gregory Isaacs,221.83137999999997,160.011,3,Lady Of Your Calibre,0.7094726204605795,0.4519985940693216,-12.084000000000001,213.85
419,SOLZTXD12AB0189AEB,519747,Humboldt Beginnings,AR82DJK1187B991107,The Pharcyde,11.59791,38.233000000000004,4,Italian For Goodbye (skit),0.7560638708428911,0.4914688816374959,-19.461,11.597999999999999
420,SOKBJCQ12A6D4F9DCB,65820,BalkanBeats Volume 2,ARMUC731187B9A172D,Azis,281.88689,98.15100000000001,4,Anti Geroi,0.4993021926543566,0.3872941716940894,-6.608,272.765
421,SOXLVKX12A6310E1C9,133,Take The Box,ARWD25M1187FB4C563,Amy Winehouse,256.10404,91.198,4,Stronger Than Me,0.8997098526287731,0.5837326130884718,-7.757999999999999,249.15599999999998
422,SOOWWPQ12AB018E4B7,679314,Tall_ Dark & Chicano,ARYF20K1187B9B76BD,George Lopez,345.23382999999995,75.467,5,Only For The Young,0.6680202487233046,0.5169637307383411,-8.832,341.455
423,SOIOEMI12AB0182C50,654066,"endredi m'obs\xc3\xa8de""",ARRESZG1187B9A3FBF,Les Hou-Lops,122.69668999999999,103.29,4,"'as 16 ans demain""",0.2779000401956465,0.11615613420763672,-7.457999999999999,115.38600000000001
424,SOHVUPT12AB0180D45,436788,Zetrons,ARD88QA119B3403A02,The Cosmosamatics,338.36363,65.054,4,Serene,0.2247878707736807,0.24305321023723345,-14.952,330.36199999999997
425,SOZQKUN12A58A7BE4B,480173,Roots And Culture Volume 3,ARIHI8H1187B9B0058,Jackie Edwards,256.62649,161.796,4,So Jah Seh,0.5037387899485233,0.35929084897032304,-12.102,241.801
426,SOFDXJM12A58A75955,64547,The Final Word,ARHO1WI1187B98CB84,Michael Card,182.72608,115.258,1,Joy In The Journey (The Final Word Album Version),0.5152791987075603,0.34424658036403843,-15.597999999999999,172.838
427,SOFPXKK12AB01807D3,645036,Original Album Classics,ARWI6LR1187FB46E9F,Richard Galliano,197.17179,230.99200000000002,4,Chorinho Pra Ele (Live),0.27585436971559085,0.4233561060944793,-12.01,197.172
428,SOCOQUZ12AB0181A1E,347283,Victory Songs,ARUWB5W1187B98D7A1,Ensiferum,291.02975,179.988,3,"arrior's Quest""",0.7102033774028097,0.5148498795731506,-4.507,271.72
429,SOZLDXZ12A8C1427BE,377447,Zouk Sun-Hit M\xc3\xa9gamix,ARR9XHK1187FB3894D,Leila Chicot,293.27628,90.008,4,Medley Le\xc3\xafla Chico,0.5166182130206616,0.41239071272851785,-5.568,293.276
430,SOXTQOC12A6D4F6C56,279813,Labcabincalifornia,AR82DJK1187B991107,The Pharcyde / Big Boy / Schmooche Cat / Randy Mack,334.78485,95.816,4,The Hustle,0.7560638708428911,0.4914688816374959,-9.636000000000001,322.55400000000003
431,SOSLEMJ12A8C13F86B,304190,Yst\xc3\xa4v\xc3\xa4n Laulu - 25 Unohtumatonta Laulua,ARIUQZL1187FB4303B,Erkki Junkkarinen,215.82322000000002,100.61200000000001,4,"akkauden satu - Histoire d'un Amour -""",0.4044995964094587,0.33164243923344205,-9.559,208.84
432,SOXHJSE12A8C1364FF,292356,Faso Latido,ARQ05GM1187B990512,A Static Lullaby,237.42649,80.41,4,God Bless You (Goddamn it),0.7586787151629479,0.5575624722214324,-4.621,227.498
433,SODUYOC12A67ADC8ED,125805,Nuclear Blast Showdown 2006,ARBD4QW1187FB42153,Scar Symmetry,271.5424,150.086,4,The Illusionist,0.7183813423833088,0.4558259788030443,-3.536,267.633
434,SOTAGIH12AB018152A,435836,Ensorsoleil,AR8QW7Y119B866993A,Oztara,207.51628,191.929,4,La Route Est Belle,0.4508777777264901,0.3131716019482552,-5.7860000000000005,203.395
435,SONKANV12AB017E5F0,400543,Belles De Zouk,ARJAVK71187B989FEF,Sonia Dersion,269.87057000000004,173.93599999999998,4,Urgence,0.3759621333677302,0.3498733813330692,-8.089,258.728
436,SOBCKIM12A8C13936C,299146,Mi Reflejo,AR0S7TA1187FB4D024,Christina Aguilera,266.73587000000003,117.984,4,Pero Me Acuerdo De T\xc3\xad,0.8312402769910658,0.7378841331777677,-7.834,252.54
437,SOPEYWY12A8C13A9EC,208685,Parody Of Life,ARVD9M11187FB49291,Headhunter,312.76363,153.55100000000002,4,Trapped In Reality,0.607734319959422,0.44845283663706254,-3.319,308.22700000000003
438,SOPYZLU12A8C14193C,310421,Eighteen Visions,ARV1ALU1187FB4D77E,Eighteen Visions,172.19873,131.079,4,Our Darkest Days,0.7523659740980329,0.4401079968585089,-4.806,170.15599999999998
439,SOVSLSQ12A6D4F8F77,34603,The Baby Huey Story: The Living Legend,ARVZPW91187FB4D73C,Baby Huey & The Baby Sitters,288.36526000000003,132.97299999999998,1,"alifornia Dreamin' (LP Version)""",0.5614877762688535,0.33359687747547984,-10.895,280.72900000000004
440,SOOBPLB12AB018ABBA,588884,Dark And Dreary,ART70HI1187B9A37BC,Elmore James,191.13751000000002,97.03,3,Dumb Woman Blues,0.6193668554590288,0.4348234314104437,-10.862,185.696
441,SOKAYCT12AB018ACE9,722045,American Dread,ARCICZN11EB9C810B3,Rising Lion,280.45016,88.137,4,Letting You Back In,0.4945870774232017,0.3071077698125448,-9.513,271.163
442,SODQWRC12A8C13D19B,167972,All Things Must Pass,ARW9QSZ1187FB4B93E,George Harrison,359.73179,133.38299999999998,4,Hear Me Lord (2001 Digital Remaster),0.7390474237450853,0.5416025025152893,-7.301,333.45599999999996
443,SOHSGTX12A67020685,15588,The Green Album,AR633SY1187B9AC3B9,Weezer,180.97587,142.68,4,"on't Let Go""",0.83088464214821,0.7761677423241047,-3.637,172.054
