SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,ArtistFamiliarity,ArtistHotttnesss,SongHotttnesss,EndOfFadeIn,Energy,Loudness,StartOfFadeOut
2462,"b'SOBZKOB12AB0185B85'",803687,"b"The Greatest Hits from 40's and 50's_ Vol. 40"","b'ARKA2YS1187B9A4060'",,"b''",,"b'Mich\xc3\xa8le Arnaud'",0.0,172.01587,9,0.008,61.994,5,0.793,"b'Avec lui'",0,0.3681344448859376,0.3136658169944595,nan,0.287,0.0,-10.635,164.525
2463,"b'SOTAMUT12A8C13757E'",92091,"b'Live Around The World 1991 - 1996'","b'AR49A9P1187FB3BBBF'",26.27249,"b'Coral Springs Florida'",-80.25306,"b'Saigon Kick'",0.0,233.66485,0,0.858,110.487,4,0.807,"b'ICU'",0,0.5287500603890649,0.40022175639897006,0.37598430150044215,0.0,0.0,-8.932,223.579
2464,"b'SOIMGHD12AB0187CD9'",514617,"b'Nicho... En El Bar 2'","b'ARRS5961187B99F9DE'",,"b''",,"b'Nicho Hinojosa'",0.0,183.17016,2,0.767,159.036,4,0.0,"b'Tomame O Dejame'",0,0.5391562097321234,0.36064892481202643,0.5622820772272303,0.0,0.0,-8.579,175.38
2465,"b'SOLXQSB12A8C133A2D'",240644,"b'Same !@#$ Different Day'","b'AR0JPOG1187FB37383'",,"b'Japan'",,"b'Lyrics Born'",0.0,256.13016,11,0.817,174.293,3,1.0,"b'Over You (feat Joyo Velarde_ prod DJ Shadow)'",2005,0.528308348622489,0.5121972430113413,0.42512465831305757,0.0,0.0,-4.316,253.411
2466,"b'SOLXOUI12AC468DBE2'",686954,"b'24-7'","b'ARVAE6W1187FB3CAF3'",,"b''",,"b'The Refreshments'",0.0,195.39546,7,0.678,191.436,1,0.0,"b"My Girlfriend's Friend"",0,0.5654522916583272,0.3524101268104496,0.37002507448320343,0.069,0.0,-5.95,189.591
2467,"b'SOHMIIR12A6D223C84'",76202,"b'Soulsation! The 25th Anniversary Collection'","b'ARXPPEY1187FB51DF4'",,"b''",,"b'Michael Jackson'",0.0,192.57424,1,0.544,110.28,4,0.087,"b'Just A Little Bit Of You'",1975,0.8665197540507962,0.7665454507572961,nan,0.45,0.0,-7.98,183.089
2468,"b'SOAFKTW12AB018A7A2'",816522,"b'X-Filez V.1: 24 Garden Blocc Classics'","b'AR32JLC1187B9946AF'",,"b''",,"b'X-Raided'",0.0,359.65342,10,0.427,178.934,4,0.42,"b"Fuckin' Wita Psycho"",0,0.6245733790794018,0.438701670044784,nan,0.0,0.0,-6.644,359.653
2469,"b'SOUCFFN12A58A7A5D5'",360295,"b"Glad You're Here"","b'ARSVRVA1187B99228A'",,"b''",,"b'The Nelons'",0.0,237.03465,11,0.608,107.779,3,1.0,"b'Only A Look'",0,0.381481861314382,0.3502138249441181,nan,0.34,0.0,-12.16,233.332
2470,"b'SOHNLOW12AB01867F8'",810158,"b'Tha Remixes Vol. 2'","b'ARGBGC71187FB3DD0B'",,"b''",,"b'DJ Nasty'",0.0,191.84281,1,0.465,100.013,1,0.986,"b'Do It'",0,0.582365878546936,0.3028554195218622,nan,0.0,0.0,-3.786,191.843
2471,"b'SOPAUNQ12A8C138555'",292235,"b'Live in Malaysia 2004'","b'AR1RMYB1187FB5A59E'",37.27188,"b'California'",-119.27023,"b'Incubus'",0.0,353.77587,9,0.684,107.922,4,0.492,"b'Just A Phase'",2001,0.8992795990782162,0.5794419378857449,0.7096992899333202,0.0,0.0,-8.744,349.797
2472,"b'SOIVAVN12A6D4F92D7'",43438,"b'Straight From The Soul'","b'ARALUUG1187FB58696'",30.43883,"b'Ponchatoula LA'",-90.44116,"b'Irma Thomas'",0.0,146.88608,5,0.347,183.882,3,0.844,"b"I'm Gonna Cry Til' My Tears Run Dry"",2004,0.6238237678518292,0.4411063591444711,0.4051157216913865,0.363,0.0,-10.22,134.728
2473,"b'SOCXMKN12A8C13B075'",295123,"b'Massenet: Werther'","b'ARUKJUP12086C14589'",,"b''",,"b'Ram\xc3\xb3n Vargas;Vesselina Kasarova;Vladimir Jurowski'",0.0,234.26567,10,0.356,77.235,3,0.713,"b'Werther - Lyric Drama in four Acts/Act I/R\xc3\xaave! Extase! Bonheur!'",0,0.39174139414810444,0.2912648117531004,nan,0.218,0.0,-18.149,220.23
2474,"b'SOEHUEK12AB018471E'",463655,"b'Riddim Driven: Wanted'","b'ARNNQ9E1187FB3C82F'",,"b''",,"b'Sizzla'",0.0,197.48526,5,0.022,131.868,5,0.921,"b'Love & Devotion'",2003,0.7325717446912391,0.45798167407037055,0.0,0.0,0.0,-6.382,193.37
2475,"b'SODSHKO12A6D4FB716'",60485,"b'Blues At Montreux'","b'ARLTWXK1187FB5A3F8'",32.74863,"b'Fort Worth TX'",-97.32925,"b'King Curtis with Jack Dupree'",0.0,329.19465,5,0.651,158.121,3,0.886,"b"Everything's Gonna Be Alright (Live Version)"",0,0.5756742184810534,0.3668207876397976,nan,0.202,0.0,-11.922,319.013
2476,"b'SOOKSDQ12AB0184DC3'",562080,"b'It Is What It Is'","b'ARIR1PS1187B9AFFFA'",34.05349,"b'Los Angeles CA'",-118.24532,"b'Omni'",0.0,479.9473,10,0.863,240.263,4,1.0,"b'It Is What It Is (feat. Anton X)'",0,0.558281487404435,0.3441817504465177,nan,0.0,0.0,-6.566,472.062
2477,"b'SOQCWVH12AB0185DA5'",762407,"b"If That's What It Takes"","b'ARHTHC01187B9B6D2A'",,"b'St. Louis MO'",,"b'Michael McDonald'",0.0,255.32036,7,0.702,128.835,4,0.047,"b"Losin' End (LP Version)"",0,0.7126752513111311,0.5633626935877487,nan,0.0,0.0,-22.073,229.785
2478,"b'SOBOFKI12A8C134832'",198389,"b'Verdi: Aida'","b'ARK7ZPW1187B99C170'",40.71455,"b'New York NY'",-74.00712,"b'Orchestra e Coro del Palacio de Bellas Artes Di Citt\xc3\xa1 del Messico_ Oliviero De Fabritiis_ Maria Call'",0.0,370.99057,7,0.423,114.407,5,0.783,"b"Atto Quarto: 'La Fatal Pietra Sovra Me Si Chiuse...' (Radames) (Verdi)"",0,0.6128586541080373,0.36034468591382346,nan,0.0,0.0,-21.08,370.991
2479,"b'SOFLKBO12A8C14327A'",786949,"b'The Giuseppi Logan Quintet'","b'AREW0021187B9AF8F9'",40.71455,"b'NY - New York City'",-74.00712,"b'Giuseppi Logan'",0.0,454.94812,7,0.474,104.231,3,1.0,"b'Bop Moon'",0,0.3155796703922896,0.0,0.0,0.183,0.0,-12.518,446.148
2480,"b'SOVMXWO12AB0181DC9'",515100,"b'Brain Cycles'","b'AR3O0021187B999BC8'",42.02534,"b'Ames IA'",-93.6202,"b'Radio Moscow'",0.0,255.89506,0,0.612,163.087,4,0.316,"b'Broke Down'",2009,0.6165660806589699,0.44823320277117096,0.7211996583905645,0.0,0.0,-6.83,251.96
2481,"b'SODGKWB12A8C13F612'",304110,"b'Miyela Africa'","b'ARW1DZQ1187B9A18E0'",,"b''",,"b'Vusi Mahlasela'",0.0,250.48771,2,1.0,120.024,3,0.877,"b'Amdokwe'",0,0.5941966198984382,0.3759146875867051,0.0,4.632,0.0,-10.29,240.553
2482,"b'SOJUPRU12A58A7A5B6'",153075,"b'Los Primeros Exitos Alacraneros'","b'AR4W5GR1187FB51F7E'",,"b''",,"b'Alacranes Musical'",0.0,284.1073,0,0.492,168.144,3,0.769,"b'Indita Mia (Album Version)'",0,0.7448912871708347,0.44986923314236393,0.0,0.0,0.0,-5.202,278.39
2483,"b'SODYLCG12AB018484B'",760855,"b'The Roches'","b'AR11NP91187B9901B4'",,"b'New York City'",,"b'The Roches'",0.0,243.51302,2,0.705,131.84,4,0.179,"b'Mr. Sellack (Album Version)'",1979,0.573612399374637,0.37225120793006455,0.0,0.148,0.0,-19.514,232.908
2484,"b'SOJISLN12A8C135408'",286010,"b'The Platinum Collection'","b'ARGNGRI11E2835D567'",,"b''",,"b'Tam Tam Go!'",0.0,216.63302,6,0.69,133.45,4,0.357,"b'Hypnotise The Cat'",0,0.5150440564086359,0.31669216154699004,nan,0.165,0.0,-6.55,209.682
2485,"b'SOLENTG12AB018ADA3'",589057,"b'The Open Mind Of John D. Loudermilk'","b'AR5ZJLK1187B9B3A8E'",35.99527,"b'Durham NC'",-78.89601,"b'John D. Loudermilk'",0.0,123.42812,0,0.024,133.582,4,0.0,"b'Nassau Town'",0,0.41424422917234577,0.28737003459245986,0.0,0.0,0.0,-9.926,116.21
2486,"b'SOQJZSD12A58A7B143'",90302,"b'Situations'","b'ARSYHZ21187B99F5F5'",,"b''",,"b'Tina Ann'",0.0,395.62404,9,0.432,135.037,4,0.0,"b'Too Late (Orange Factory Extended Mix)'",2003,0.5248345988555921,0.38000466715536985,0.0,0.06,0.0,-3.139,388.859
2487,"b'SOXOUJH12A6D4FC39B'",622906,"b'The Mix (2009 Digital Remaster)'","b'AR1ZKBE1187FB53629'",,"b'D\xef\xbf\xbdorf Germany'",,"b'Kraftwerk'",0.0,272.03873,3,0.482,132.026,4,0.784,"b'Pocket Calculator (2009 Digital Remaster)'",0,0.7415181300427279,0.5204121100542216,0.5960278877951442,0.311,0.0,-8.801,272.039
2488,"b'SOUHNGJ12AB0182844'",646868,"b'Happy Boy'","b'ARMIQRB12298900AFB'",,"b'Mexico'",,"b'Conjunto Mar Azul'",0.0,203.20608,9,0.731,97.667,1,0.0,"b'Dime'",0,0.0,0.0,nan,0.212,0.0,-9.062,196.627
2489,"b'SOKXVOM12AB0182BED'",639908,"b'Perfect Dragon'","b'AR8BMEQ1187B9B4214'",38.2589,"b'Missouri'",-92.43659,"b'Pumpkin Buzzard'",0.0,61.57016,10,0.414,87.406,4,0.269,"b"The Buzzard's Back in Town (Live)"",0,0.3911088846318064,0.24009840575296107,nan,0.0,0.0,-7.477,57.556
2490,"b'SOEKCXN12A8C13FF8C'",278510,"b'Simple House'","b'AR6J3X81187FB59A7B'",40.65507,"b'Brooklyn NY'",-73.94888,"b'Margaret Becker'",0.0,193.74975,7,0.645,141.729,4,0.0,"b'Look Me In The Eye'",0,0.8305925064701626,0.6397981642808125,0.6577006743141642,2.508,0.0,-6.108,188.529
2491,"b'SOVKTLW12A6310E32D'",1224,"b'Strange Cargo III'","b'ARZS5VW1187FB567E8'",,"b''",,"b'William Orbit'",0.0,270.94159,0,0.031,146.389,5,0.399,"b'Harry Flowers'",1993,0.6749702930475524,0.42495308411251165,nan,0.276,0.0,-20.607,255.959
2492,"b'SOPHRUQ12A6D4FAE96'",64157,"b'Battle Of Britain'","b'ARKON4P1187B98B291'",50.3758,"b'Plymouth Devon England'",-4.13689,"b'Ron Goodwin'",0.0,99.97016,10,0.001,71.228,1,0.691,"b'The Lull Before The Storm'",1999,0.44467787058254815,0.3330153017242651,0.21204540548371908,0.368,0.0,-16.333,99.97
2493,"b'SOYHQFQ12AF72A1440'",468713,"b'Racing the Tide'","b'ARUTP601187FB388AC'",,"b''",,"b'The Elders'",0.0,241.05751,7,0.788,146.053,4,0.0,"b'Gonna Take a Miracle'",0,0.5570945047145802,0.4153036425812273,0.4454545254934259,4.272,0.0,-6.454,236.042
2494,"b'SOUMWKR12AB0181548'",331557,"b'Maudat'","b'ARIKFQP1187B99A246'",,"b''",,"b'Stille Volk'",0.0,276.37506,5,0.0,149.971,4,0.392,"b'Orgasme Tellurique'",2003,0.5650501376029017,0.4076025759367606,0.4507622416414992,6.861,0.0,-12.685,269.009
2495,"b'SONLJKK12A8C1425F9'",315756,"b'F4-Tu To Na Aai'","b'ART97VL1187FB3BD45'",,"b''",,"b'F-4'",0.0,262.19057,5,0.382,126.934,4,0.396,"b'SAMJHO NA'",0,0.536808944760724,0.45297201748767846,nan,0.241,0.0,-5.983,256.83
2496,"b'SOPFEVW12AB01821DC'",463877,"b'DUBB'","b'AR0WAW61187B98B7D7'",40.71455,"b'New York NY'",-74.00712,"b'Doug MacLeod'",0.0,337.42322,2,1.0,85.56,3,1.0,"b'The Sun Shine Down My Way'",2004,0.467413843769302,0.372737613340037,0.24816662402461448,0.211,0.0,-10.516,323.82
2497,"b'SOJCUFH12AB0186BF1'",411277,"b'The Best of Jimmy Hughes'","b'ARD2HR71187B99548F'",34.80046,"b'Florence AL'",-87.67525,"b'Jimmy Hughes'",0.0,177.26649,4,0.689,122.152,4,0.0,"b'Neighbor_ Neighbor'",0,0.45224998598123506,0.32489400917702077,0.5763999812554107,0.322,0.0,-6.953,172.46
2498,"b'SOHAGSO12AB0185C31'",451199,"b'Mesmerise the Future'","b'ARHDQMJ11F50C4F61E'",,"b''",,"b'Emotion Code'",0.0,319.7122,10,0.666,119.534,3,1.0,"b'Trace Of Time'",0,0.31466666909606217,0.2045627112619994,0.0,0.316,0.0,-15.857,289.28
2499,"b'SOMUYLX12CF58288C9'",395797,"b"Soul To Soul/ Texas Flood/ Couldn't Stand The Weather"","b'ART3O5Z1187B9AB043'",32.77815,"b'Dallas TX'",-96.7954,"b'Stevie Ray Vaughan And Double Trouble'",0.0,166.73914,8,0.649,122.546,4,0.454,"b'Mary Had A Little Lamb'",1988,0.7830371095483493,0.544257505724526,nan,0.061,0.0,-14.373,162.865
2500,"b'SOJTAUQ12AC4689DD9'",608959,"b'Bricks Are Heavy'","b'AR3KGPQ1187FB53C84'",34.05349,"b'Los Angeles CA'",-118.24532,"b'L7'",0.0,163.13424,2,0.177,85.82,3,0.238,"b"This Ain't Pleasure"",1992,0.644443609616159,0.44354755255636574,0.6014631395073651,0.212,0.0,-9.429,151.011
2501,"b'SOFRPUB12A8C1355D6'",142750,"b'Mother Of The Blues_ CD E'","b'ARWQ2DR1187B98FF28'",32.46292,"b'Columbus GA'",-84.98763,"b'Ma Rainey'",0.0,183.53587,11,0.644,103.054,1,0.0,"b'Hear Me Talking To You'",0,0.5071108485113439,0.3855675231595563,nan,0.177,0.0,-14.853,177.406
2502,"b'SOBTTZR12A6D4FB6D0'",226915,"b'Raw Deal'","b'ARY6EBA1187B9AD525'",41.36149,"b'Chester NY'",-74.27362,"b'Bill Perry'",0.0,217.88689,9,0.138,107.083,4,0.995,"b'Man  On The Side'",2004,0.48376273200989794,0.3321774449732797,0.0,0.0,0.0,-6.623,208.939
2503,"b'SOBBKHN12AC468BC73'",597233,"b'Night work'","b'ARKL4LE1187B98FDBC'",,"b'Pennsylvania'",,"b'Billy Price_ Fred Chapellier'",0.0,280.55465,9,0.106,118.136,1,0.0,"b'The wrong woman'",0,0.3549046444715632,0.2798289006547402,0.21204540548371908,0.078,0.0,-7.597,276.91
2504,"b'SOIYTYS12A8C134C86'",281782,"b'Mia Vradia Stin Fantasia No.1'","b'AR4OHL91187B9B2EB9'",,"b''",,"b'Angela Dimitriou'",0.0,99.7873,5,0.001,129.972,3,0.658,"b'Den Mporo Na Figo'",0,0.26471398656972184,0.0,nan,0.0,0.0,-11.947,99.787
2505,"b'SOKSASF12A58A7A08B'",619823,"b'Easy Living'","b'AR4JY8V1187B98A62F'",,"b''",,"b'Ann Hampton Callaway'",0.0,347.79383,10,0.184,63.134,5,0.859,"b'Skylark'",0,0.5067739684898172,0.3797617837300081,0.6101227561229483,0.226,0.0,-17.462,335.61
2506,"b'SOFJHBV12A6D4F446A'",25181,"b"I'm Just Corey"","b'ARLYUP11187B98B92B'",,"b'Atlanta GA'",,"b"Corey / Shaquille O'Neal"",0.0,261.45914,7,0.942,131.98,4,1.0,"b'MVP'",0,0.6964005193557524,0.2655617651818037,0.0,0.131,0.0,-5.228,248.93
2507,"b'SOEVAMO12AC90716AD'",601547,"b'Hatebreed [Explicit]'","b'ARPKATM1187B9B76E6'",41.30711,"b'New Haven CT'",-72.92496,"b'Hatebreed (int License)'",0.0,174.28853,6,0.075,82.69,4,0.453,"b'Between Hell and A Heartbeat [Explicit]'",0,0.8327574313141051,0.5463837481981597,0.6290718355952272,0.0,0.0,-3.731,172.054
2508,"b'SORVEEG12A670200D2'",5402,"b'Moonlight Survived'","b'ARN8YG41187B99A480'",,"b''",,"b'Moments In Grace'",0.0,195.91791,10,0.318,145.147,4,0.48,"b'Broken Promises (album version)'",2004,0.5602019118086116,0.37522396707186795,0.4051157216913865,4.174,0.0,-6.214,189.933
2509,"b'SOVRIRM12A8C13B476'",295597,"b'The Essential Connie Smith'","b'ARGUACZ1187FB3F35C'",41.68676,"b'Elkhart IN'",-85.97567,"b'Connie Smith'",0.0,125.67465,4,0.036,124.916,4,0.0,"b"I'll Come Running"",2001,0.49679462785104384,0.36526089322010724,0.42744657148843085,0.334,0.0,-9.089,121.574
2510,"b'SOPYPCN12A58A7A856'",223470,"b'Wreck of Nerves'","b'AR0B6VD1187B99C293'",34.47326,"b'Ventura County CA'",-119.05505,"b'Uphill Battle'",0.0,166.37342,7,0.235,108.252,7,0.57,"b'Thresh Hold'",2004,0.4662622096456242,0.3696098345548582,0.2603382425674305,0.0,0.0,-1.545,161.28
2511,"b'SOCVTUH12AC90978F1'",601433,"b'He Kept On Loving Me'","b'AR2G8UI1187FB3F33C'",63.03654,"b'Knobel AK'",-149.10568,"b'Barbara Fairchild'",0.0,236.56444,9,0.373,91.739,5,0.558,"b'Boulevard In Heaven'",0,0.42830026735594934,0.37123757358135073,nan,0.257,0.0,-8.961,226.644
2512,"b'SONPLPJ12AC4685296'",695511,"b'Mamb\xc3\xb3 Inspiraci\xc3\xb3n - Primeras Grabaciones 1953-1955'","b'ARRVUWA1187B9A0FE2'",21.51102,"b'Cuba'",-77.80679,"b'Orquesta Arag\xc3\xb3n'",0.0,182.85669,6,0.622,131.568,1,0.0,"b'Mambo del Beso'",0,0.508731241151298,0.3329309511939064,nan,0.351,0.0,-16.394,180.396
2513,"b'SODANTC12A8C13438C'",288450,"b'Brightess night'","b'AR051KA1187B98B2FF'",,"b''",,"b'Wilks featuring pee wee ellis'",0.0,210.80771,1,0.046,89.026,4,1.0,"b'Boogie'",0,0.3511824538830121,0.08016693866425,nan,0.0,0.0,-11.302,202.937
2514,"b'SOCVMHO12A6D4F9C77'",738,"b'Murder Ballads'","b'ARODBRG1187FB3FD99'",-36.35484,"b'Wangaratta Victoria Australia'",146.32611,"b'Nick Cave & The Bad Seeds'",0.0,315.08853,7,0.768,153.768,4,0.559,"b'Stagger Lee'",1996,0.6815813054346181,0.47940767557514763,0.476435219642529,0.444,0.0,-9.29,294.963
2515,"b'SOLRPYX12AB0184061'",804421,"b'Double Barrel'","b'ARXFAOQ1187B9A3616'",18.11526,"b'Jamaica'",-77.27348,"b'Dave And Ansel Collins'",0.0,151.84934,2,0.395,117.157,4,0.0,"b'Two Four One'",1971,0.529379509181369,0.3430109140487191,0.2623089972119452,0.299,0.0,-14.3,139.244
2516,"b'SOKYOFO12AF72A2F06'",71603,"b'Survivalism'","b'ARK9TRQ1187B99C095'",41.50471,"b'Cleveland OH'",-81.69074,"b'Nine Inch Nails'",0.0,256.83546,9,0.203,86.624,3,1.0,"b'Survivalism'",2007,0.9057768886660886,0.5984585009824434,nan,3.181,0.0,-6.787,254.258
2517,"b'SOKSBCY12AB01814A4'",416731,"b'Perdus Corps et Biens'","b'AR4F94Q1187FB43432'",,"b''",,"b'D\xc3\x89SOL\xc3\x89'",0.0,145.08363,0,0.009,77.581,4,0.144,"b'Provisoirement'",0,0.5576926171014748,0.35943855675556824,nan,0.0,0.0,-10.499,130.194
2518,"b'SOMURVQ12A67AD741A'",60049,"b'Atlantis - Hymns for Disco.'","b'ARCF06I1187B995398'",,"b''",,"b'K-OS'",0.0,161.51465,10,0.459,78.971,4,0.954,"b'AquaCityBoy'",2006,0.7126621633671405,0.43069704628908106,0.5437882725011005,0.0,0.0,-5.095,152.764
2519,"b'SODZLWS12A8C136414'",289903,"b"Un Jour Comme Aujourd' Hui"","b'AR5IHI31187B998618'",,"b''",,"b'Pascal Obispo'",0.0,231.00036,5,0.488,139.98,4,0.29,"b'Chlore'",1994,0.5612723226124551,0.3778525570354872,0.0,0.769,0.0,-13.691,209.717
2520,"b'SOXHGFE12AAF3B1DC8'",589751,"b'Lala Song The Remixes'","b'AR03BDP1187FB5B324'",34.05349,"b'Kentwood LA; Los Angeles CA'",-118.24532,"b'Bob Sinclar'",0.0,342.69995,4,0.281,127.932,3,0.454,"b'Lala Song (Matesi DJ "Silverstatix"remix'",0,0.9473275066349645,0.6072572795814319,nan,0.084,0.0,-6.635,334.565
2521,"b'SOUPPFT12AB01849D5'",665465,"b'John Brown Or Die: A Revival You Can Believe In'","b'ARA0YAE1187B9B1D16'",35.21962,"b'North Carolina'",-80.01955,"b'John Brown'",0.0,221.43955,0,0.535,129.977,4,0.825,"b'Sarah Palin {I Wanna Lay Pipe}'",0,0.6415251361910892,0.38718194162247555,0.0,0.125,0.0,-6.562,214.843
2522,"b'SOMKCIK12AB018D1D2'",667952,"b'Greatest Christmas Hits'","b'ARIIEQL1187FB5CE68'",41.26069,"b'Omaha NE'",-95.93995,"b'Buddy Miles'",0.0,177.52771,4,0.822,130.173,4,0.181,"b'Santa Claus Is Coming To Town'",0,0.5963498543267984,0.4184295978846103,nan,0.305,0.0,-6.736,170.046
2523,"b'SOCFPZG12AB0181461'",463667,"b'Riddim Driven: Coolie Skank'","b'AR202MX1187B9B0383'",,"b''",,"b'Tanto Metro & Devonte'",0.0,208.45669,4,0.602,79.916,3,1.0,"b'Fat Tianne'",0,0.434510981487115,0.33672684140890796,0.0,0.409,0.0,-8.148,204.034
2524,"b'SOAHDEK12A8C13A82E'",160073,"b'Sauta Rabel'","b'ARQVLQJ1187B98F11F'",,"b''",,"b'Mau Mau'",0.0,255.55546,1,0.089,162.134,4,0.0,"b'Neir'",1992,0.4399076581433077,0.31155917564728197,nan,0.44,0.0,-7.921,245.365
2525,"b'SORYFNI12AF72A2B2C'",8350,"b'Motown II'","b'ARHTHC01187B9B6D2A'",,"b'St. Louis MO'",,"b'Michael McDonald'",0.0,195.70893,0,0.458,128.968,4,0.971,"b'Nowhere To Run'",0,0.7126752513111311,0.5633626935877487,0.4537136666933242,0.322,0.0,-4.222,181.725
2526,"b'SOAPLUZ12A6D4F9CD2'",65522,"b'Mercy'","b'ARVMFE61187B992463'",,"b''",,"b'Darwin Hobbs'",0.0,307.69587,7,0.551,89.941,4,0.505,"b'Mercy (Album Version)'",0,0.5265152781107441,0.40658168035189596,0.2338956167859841,0.404,0.0,-10.44,297.935
2527,"b'SOYPZQB12A58A776C1'",479326,"b'The Southern Harmony And Musical Companion'","b'ARUKN9H1187B9B71C8'",,"b'Atlanta GA'",,"b'The Black Crowes'",0.0,348.89098,0,0.646,97.672,4,0.363,"b'Sting Me'",1992,0.797420740746604,0.5364000107927084,nan,0.0,0.0,-7.349,344.712
2528,"b'SORXBDA12AB018553E'",653224,"b'Greatest Hits'","b'AR8WHEJ1187B98CDCA'",34.7519,"b'Blythesville AR'",-92.13055,"b'Dee Clark'",0.0,133.3024,7,0.359,111.422,4,0.773,"b"You're Looking Good"",2000,0.5336501394878035,0.3435088776923589,nan,0.0,0.0,-12.632,119.089
2529,"b'SOBULBX12A81C22BF0'",273611,"b'Authorized'","b'AR6EVQA1187B9AA1DF'",,"b'Kingston Jamaica'",,"b'Cocoa Tea'",0.0,241.29261,0,0.808,99.894,3,0.906,"b'Cooling Out'",1992,0.595645308494379,0.4260093004837602,0.0,0.194,0.0,-11.368,223.498
2530,"b'SOPHPDS12AB018821C'",818031,"b'Allt \xc3\x84r Skit_ J\xc3\xa4mt'","b'ARHPBZT1269FCD0B57'",,"b''",,"b'IYOV'",0.0,257.4624,7,0.237,104.928,4,1.0,"b'I See War'",0,0.33894309164712805,0.23581602829943166,0.0,0.0,0.0,-4.063,244.042
2531,"b'SOKGDCA12AC9097667'",691789,"b'Claw Hammer'","b'ARBKEA91187B98CE1F'",,"b''",,"b'Claw Hammer'",0.0,231.28771,7,0.513,204.066,4,0.0,"b'Brother Brick Says'",0,0.4014795928323336,0.268744755076445,nan,0.261,0.0,-6.914,231.288
2532,"b'SOQTUQL12AB01839D7'",445750,"b"Anita Love's"","b'ARORDXJ122ECCBB264'",,"b'NY - New York City'",,"b'Carlos Jimenez'",0.0,324.98893,1,0.448,127.99,4,0.54,"b"Anita Love's"",0,0.5034037889743886,0.32573625894250924,nan,0.0,0.0,-8.232,324.989
2533,"b'SOADCCE12A6D4FA324'",46737,"b'Dope Radio'","b'ARCYE581187B9A1482'",,"b''",,"b'Timo Maas'",0.0,132.15302,3,0.085,76.57,3,0.727,"b'UBIK The Breakz (feat. Martin Bettinghaus) - Radio Mix'",0,0.6919731192813398,0.3966195656003381,0.5114243256864599,7.93,0.0,-18.516,132.153
2534,"b'SOFBOHT12A58A7C059'",565698,"b'Solid Soul'","b'ARFLZK31187B9B0E15'",,"b''",,"b'Kashief Lindo'",0.0,190.37995,3,0.451,147.659,3,0.73,"b'If You Think You Are Lonely Now'",0,0.4366853565625111,0.32981032859254966,nan,2.334,0.0,-6.68,184.744
2535,"b'SOXVXGO12AB0180137'",327022,"b'X Christmas'","b'ARAN38V1187FB4C4EE'",,"b'Salt Lake City UT'",,"b'The Almost'",0.0,187.11465,7,0.433,163.975,4,1.0,"b'Little Drummer Boy'",2008,0.829851316499174,0.5815058026864642,0.569505198905018,0.288,0.0,-7.387,187.115
2536,"b'SONBDBW12AF72A4E6C'",164824,"b'Mimame Bandone\xc3\xb3n'","b'ARCK6OL1187B99B25F'",27.9758,"b'Florida'",-81.54106,"b'Alas'",0.0,628.21832,7,0.215,77.364,1,0.635,"b'Silencio De Aguas Profundas'",0,0.5291866135999482,0.3563347490317367,nan,0.251,0.0,-15.442,593.525
2537,"b'SOLGUGY12AB01897BE'",682287,"b'100 Unforgettable Bulgarian Pop Songs By Songwriter Jivko Kolev - Part I'","b'ARRHZLW11E2835E799'",,"b''",,"b'Sofi Marinova'",0.0,190.17098,0,0.758,145.924,4,0.827,"b'Studen plamuk'",0,0.4485305418592766,0.38528564261478293,0.0,2.363,0.0,-4.978,183.072
2538,"b'SOHDXPG12AAA8C5AE7'",431568,"b'Espana tiene sabor'","b'ARZXMYV1187FB5B99B'",,"b''",,"b'Los Ninos De Sara'",0.0,226.58567,6,0.591,115.021,4,1.0,"b'Lioraras'",0,0.37045426707613255,0.23772681338235932,0.0,0.16,0.0,-6.195,220.473
2539,"b'SOEHEFW12A8C143C20'",820141,"b'While You Slept I Went Out Walking'","b'AR7JAMC1187B98BCF3'",,"b''",,"b'The Gentle Good'",0.0,400.48281,2,0.864,85.118,5,0.679,"b'Hiraeth am Feirion'",0,0.4929867194030152,0.34826516306161226,nan,0.159,0.0,-16.489,382.943
2540,"b'SOMMLVL12A8C132438'",146606,"b'Playmates'","b'AROCBZZ11E2835D652'",,"b''",,"b'Small Faces'",0.0,136.88118,0,0.55,115.745,1,0.0,"b'Saylarvee (LP Version)'",0,0.58223834366451,0.44905257515374747,nan,0.2,0.0,-14.946,132.075
2541,"b'SOCYCFF12AB0188824'",568312,"b'Love Canticle'","b'ARD3ICK1187B9A56C9'",,"b''",,"b'Jimmy Riley'",0.0,225.802,5,0.546,165.67,4,0.774,"b'Conversation'",0,0.47772473249197345,0.299705214086752,nan,0.374,0.0,-7.284,218.389
2542,"b'SOUKPYI12A8C1349EB'",281698,"b'Black & Blue'","b'AR3JMC51187B9AE49D'",28.53823,"b'Orlando FL'",-81.37739,"b'Backstreet Boys'",0.0,236.2771,10,0.495,103.997,4,0.611,"b'The Call'",2000,0.8514176288473655,0.5926149273518344,nan,2.014,0.0,-2.801,229.883
